Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Appliances,Tuscaloosa,Small Box,2581,Jean Frazier,Home Office,Office Supplies,0.05,11005,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,1,1/4/2020,88306,Critical,3,35401,0.58,-125,South,26087,26,1/5/2020,Regular Air,9,Alabama,8
Appliances,Tuscaloosa,Small Box,2581,Jean Frazier,Home Office,Office Supplies,0.04,11006,Hoover WindTunnel™ Plus Canister Vacuum,1,1/4/2020,88306,Critical,4,35401,0.57,50,South,26088,1479,1/6/2020,Regular Air,20,Alabama,363
Computer Peripherals,Baldwin,Small Pack,2650,Joanne Chu,Corporate,Technology,0.09,11059,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",1,11/7/2020,88818,Low,42,15234,0.44,1146,East,26089,1660,11/12/2020,Regular Air,2,Pennsylvania,41
Envelopes,Baldwin,Small Box,2650,Joanne Chu,Corporate,Office Supplies,0.08,11007,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",1,11/7/2020,88818,Low,32,15234,0.38,1195,East,26090,1921,11/11/2020,Regular Air,20,Pennsylvania,61
Office Furnishings,Baldwin,Small Box,2650,Joanne Chu,Corporate,Furniture,0.09,11088,Eldon® Wave Desk Accessories,1,11/7/2020,88818,Low,18,15234,0.43,27,East,26091,40,11/9/2020,Regular Air,5,Pennsylvania,2
Computer Peripherals,Portage,Small Pack,2616,Laurence Hull,Corporate,Technology,0.04,11008,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",1,11/10/2019,91499,Medium,32,49002,0.71,297,Central,26092,1521,11/10/2019,Regular Air,4,Michigan,48
Binders and Binder Accessories,Hesperia,Small Box,853,Leah Davenport,Small Business,Office Supplies,0.05,11009,Storex DuraTech Recycled Plastic Frosted Binders,1,9/14/2017,88570,High,12,92345,0.35,-89,West,26093,51,9/16/2017,Regular Air,5,California,4
Envelopes,Hesperia,Small Box,853,Leah Davenport,Small Business,Office Supplies,0.1,11010,Brown Kraft Recycled Envelopes,1,9/13/2020,88577,High,14,92345,0.35,-69,West,26094,235,9/15/2020,Regular Air,12,California,17
Office Furnishings,Dublin,Wrap Bag,2773,Christina Zhu,Corporate,Furniture,0.06,11011,"Master Giant Foot® Doorstop, Safety Yellow",1,7/10/2019,91585,Not Specified,13,94568,0.42,17,West,26095,94,7/12/2019,Regular Air,4,California,8
Pens & Art Supplies,Dublin,Wrap Bag,2773,Christina Zhu,Corporate,Office Supplies,0.01,11012,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1,7/10/2019,91585,Not Specified,11,94568,0.57,-30,West,26096,33,7/12/2019,Regular Air,2,California,3
Labels,Billings,Small Box,1790,Norman Benton,Consumer,Office Supplies,0.05,11013,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1,4/27/2020,88263,High,4,59102,0.39,-85,West,26097,122,4/30/2020,Regular Air,20,Montana,31
Telephones and Communication,Indian Trail,Small Box,2066,Claudia Webb,Corporate,Technology,0.01,11075,LX 677,1,4/8/2020,85842,Critical,9,28079,0.57,3110,South,26098,893,4/10/2020,Regular Air,9,North Carolina,111
Paper,Farmers Branch,Small Box,1133,Marjorie Owens,Home Office,Office Supplies,0.02,11014,Xerox 1897,1,7/24/2017,88105,Low,5,75234,0.36,-47,Central,26099,28,7/26/2017,Regular Air,6,Texas,5
Bookcases,Virginia Beach,Jumbo Box,2547,Edna Freeman,Small Business,Furniture,0.01,11015,"Sauder Forest Hills Library, Woodland Oak Finish",1,9/12/2020,87928,High,11,23464,0.77,637,South,26100,1678,9/13/2020,Delivery Truck,36,Virginia,141
Office Machines,Fort Bragg,Jumbo Drum,1575,Kyle Bloom,Consumer,Technology,0.02,11016,Epson Stylus 1520 Color Inkjet Printer,1,8/29/2019,86970,High,12,28307,0.37,-21,South,26101,5925,8/31/2019,Delivery Truck,69,North Carolina,501
Bookcases,Irving,Jumbo Box,164,Robin Kramer Vaughn,Home Office,Furniture,0.05,11202,"Bush Westfield Collection Bookcases, Fully Assembled",1,6/30/2017,89961,Medium,7,75061,0.62,-111,Central,26102,716,7/2/2017,Delivery Truck,36,Texas,101
Paper,Irving,Small Box,164,Robin Kramer Vaughn,Home Office,Office Supplies,0.02,11017,Xerox 1952,1,6/30/2017,89961,Medium,9,75061,0.38,-77,Central,26103,46,7/1/2017,Regular Air,5,Texas,5
Binders and Binder Accessories,Westerville,Small Box,3369,Stacy Byrne,Home Office,Office Supplies,0.06,11062,"Wilson Jones Hanging View Binder, White, 1""",1,2/10/2017,90500,Medium,4,43081,0.39,-42,East,26104,30,2/11/2017,Regular Air,6,Ohio,7
Pens & Art Supplies,Westerville,Wrap Bag,3369,Stacy Byrne,Home Office,Office Supplies,0.02,11018,Newell 339,1,2/10/2020,90509,Medium,8,43081,0.59,6,East,26105,24,2/11/2020,Regular Air,1,Ohio,3
Office Furnishings,Greeley,Small Pack,242,Betsy Hendricks,Small Business,Furniture,0.1,11019,3M Polarizing Light Filter Sleeves,1,4/29/2018,90482,High,7,80634,0.39,85,West,26106,122,4/29/2018,Regular Air,4,Colorado,19
Binders and Binder Accessories,Greeley,Small Box,242,Betsy Hendricks,Small Business,Office Supplies,0,11020,Avery Durable Binders,1,10/22/2020,90487,Medium,21,80634,0.36,11,West,26107,63,10/24/2020,Regular Air,1,Colorado,3
Telephones and Communication,El Mirage,Wrap Bag,3324,Leslie Jacobson,Consumer,Technology,0.01,11021,Accessory25,1,4/5/2018,90988,Low,10,85335,0.57,128,West,26108,185,4/9/2018,Regular Air,1,Arizona,21
Paper,Stamford,Small Box,1639,Marvin Rollins,Home Office,Office Supplies,0.08,11022,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1,2/24/2017,89705,Critical,4,6901,0.37,148,East,26109,214,2/26/2017,Regular Air,7,Connecticut,55
Telephones and Communication,Derry,Small Box,787,Kristen Callahan,Home Office,Technology,0.08,11023,Item 11023,1,12/15/2018,91515,Medium,8,3038,0.55,71,East,26110,440,12/15/2018,Regular Air,6,New Hampshire,66
Office Machines,Portsmouth,Jumbo Drum,1641,Betsy Ross Robbins,Home Office,Technology,0.09,11231,Okidata ML184 Turbo Dot Matrix Printers,1,3/31/2020,89711,Low,12,3801,0.56,2358,East,26111,3417,4/2/2020,Delivery Truck,27,New Hampshire,306
Computer Peripherals,Seminole,Small Pack,258,Allan Shields,Consumer,Technology,0.01,11024,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",1,8/16/2018,85860,Medium,4,33772,0.64,18,South,26112,23,8/16/2018,Regular Air,5,Florida,5
Pens & Art Supplies,Seminole,Small Pack,258,Allan Shields,Consumer,Office Supplies,0.08,11025,Boston 1730 StandUp Electric Pencil Sharpener,1,8/16/2018,85860,Medium,3,33772,0.59,-135,South,26113,63,8/18/2018,Regular Air,9,Florida,21
"Scissors, Rulers and Trimmers",Southbury,Small Pack,1435,Jerry Creech,Corporate,Office Supplies,0.04,11026,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,2/6/2019,86830,Critical,14,6488,0.58,-287,East,26114,96,2/6/2019,Regular Air,8,Connecticut,7
Paper,Corvallis,Small Box,3087,Kevin Randall Briggs,Consumer,Office Supplies,0.07,11096,Xerox 1979,1,2/26/2020,88386,Critical,12,97330,0.4,516,West,26115,370,2/27/2020,Express Air,9,Oregon,31
Rubber Bands,Mason City,Wrap Bag,2890,Harry Berger,Consumer,Office Supplies,0.04,11027,"Advantus Push Pins, Aluminum Head",1,12/28/2019,90021,Medium,20,50401,0.54,-16,Central,26116,120,12/29/2019,Regular Air,3,Iowa,6
Computer Peripherals,Sioux City,Small Box,2891,Amanda Wright,Consumer,Technology,0.08,11028,"Micro Innovations Micro 3000 Keyboard, Black",1,12/28/2019,90021,Medium,24,51106,0.75,-33,Central,26117,635,12/29/2019,Express Air,6,Iowa,26
Computer Peripherals,Franklin,Small Box,3214,James Fox,Home Office,Technology,0.07,11029,Microsoft Multimedia Keyboard,1,9/29/2020,91566,High,3,37064,0.74,1157,South,26118,97,9/30/2020,Express Air,4,Tennessee,31
Copiers and Fax,Gallatin,Large Box,3215,Russell Hsu O'Neill,Home Office,Technology,0.07,11030,Hewlett Packard LaserJet 3310 Copier,1,9/29/2020,91566,High,11,37066,0.37,0,South,26119,6506,10/1/2020,Regular Air,24,Tennessee,600
Appliances,Woodbury,Small Box,1022,Maxine Myers,Small Business,Office Supplies,0.1,11168,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",1,10/26/2020,88643,High,7,55125,0.43,-105,Central,26120,100,10/26/2020,Regular Air,13,Minnesota,15
Computer Peripherals,Oklahoma City,Small Box,2631,Cecil Shields,Corporate,Technology,0,11031,"IBM Active Response Keyboard, Black",1,3/17/2020,85922,High,2,73120,0.67,-107,Central,26121,86,3/19/2020,Regular Air,7,Oklahoma,40
Paper,Gainesville,Small Box,3116,Justin Hull,Home Office,Office Supplies,0.02,11032,Xerox 1959,1,1/6/2018,88253,Medium,11,30501,0.37,-48,South,26122,75,1/8/2018,Regular Air,7,Georgia,7
Office Furnishings,Sulphur Springs,Small Box,951,Adam Barton,Consumer,Furniture,0.04,11088,Eldon® Wave Desk Accessories,1,1/2/2019,89087,High,7,75482,0.43,-114,Central,26123,17,1/2/2019,Regular Air,5,Texas,2
Office Furnishings,Irving,Small Box,1794,Linda Gates,Consumer,Furniture,0,11033,"Eldon® Expressions™ Wood Desk Accessories, Oak",1,10/25/2019,87858,Critical,13,75061,0.56,-61,Central,26124,104,10/27/2019,Regular Air,5,Texas,7
Labels,Dublin,Small Box,2733,Marian Godwin,Small Business,Office Supplies,0.09,11034,Self-Adhesive Address Labels for Typewriters by Universal,1,8/16/2020,89024,Medium,2,94568,0.38,-1,West,26125,14,8/16/2020,Regular Air,0,California,7
Paper,Dublin,Wrap Bag,2733,Marian Godwin,Small Business,Office Supplies,0.03,11035,"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",1,8/16/2020,89024,Medium,18,94568,0.37,92,West,26126,133,8/18/2020,Regular Air,2,California,7
Binders and Binder Accessories,Seminole,Small Box,258,Allan Shields,Corporate,Office Supplies,0.04,11036,Avery Durable Poly Binders,1,3/8/2019,85862,Medium,8,33772,0.39,502,South,26127,46,3/9/2019,Regular Air,7,Florida,6
Paper,Seminole,Small Box,258,Allan Shields,Corporate,Office Supplies,0.1,11037,Xerox 1882,1,3/8/2019,85862,Medium,9,33772,0.36,747,South,26128,476,3/9/2019,Regular Air,14,Florida,56
Binders and Binder Accessories,Corpus Christi,Small Box,177,Brent Walters,Small Business,Office Supplies,0.07,11038,GBC VeloBinder Strips,1,1/30/2020,90829,High,12,78415,0.35,-89,Central,26129,91,2/1/2020,Regular Air,6,Texas,8
Telephones and Communication,Corpus Christi,Small Box,177,Brent Walters,Small Business,Technology,0.05,11039,2160i,1,1/30/2020,90829,High,3,78415,0.59,-38,Central,26130,519,2/1/2020,Express Air,4,Texas,201
Chairs & Chairmats,Tucker,Jumbo Drum,2487,Michelle Bryant Phillips,Small Business,Furniture,0.01,11040,"Global Stack Chair without Arms, Black",1,3/25/2020,91419,Critical,2,30084,0.6,33,South,26131,57,3/26/2020,Delivery Truck,14,Georgia,26
"Scissors, Rulers and Trimmers",Granger,Wrap Bag,1213,Jeremy Pratt,Corporate,Office Supplies,0.04,11255,Serrated Blade or Curved Handle Hand Letter Openers,1,2/18/2019,88603,Critical,12,46530,0.84,-63,Central,26132,39,2/19/2019,Regular Air,2,Indiana,3
Paper,Austin,Small Box,2411,Evelyn Bowden,Small Business,Office Supplies,0.01,11041,Xerox 1935,1,12/13/2020,85825,Low,15,78745,0.39,278,Central,26133,403,12/20/2020,Regular Air,6,Texas,26
Office Furnishings,Camp Springs,Medium Box,884,Kristina Grimes,Corporate,Furniture,0,11042,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1,5/13/2020,89554,Medium,11,20746,0.74,46,East,26134,68,5/13/2020,Express Air,1,Maryland,6
Appliances,Gulfport,Small Box,1554,Joan Floyd,Small Business,Office Supplies,0.04,11043,Staples Surge Protector 6 outlet,1,5/16/2017,87485,High,15,39503,0.58,481,South,26135,172,5/16/2017,Regular Air,4,Mississippi,11
Binders and Binder Accessories,Mount Prospect,Small Box,3125,Guy McDonald,Corporate,Office Supplies,0.03,11044,Peel & Stick Add-On Corner Pockets,1,5/5/2018,87289,Critical,9,60056,0.37,-120,Central,26136,23,5/5/2018,Regular Air,6,Illinois,2
Binders and Binder Accessories,College Park,Small Box,2338,Lynn Hines,Home Office,Office Supplies,0.1,11087,Wilson Jones DublLock® D-Ring Binders,1,9/27/2017,91481,High,15,20740,0.35,18,East,26137,96,9/27/2017,Regular Air,3,Maryland,7
Storage & Organization,College Park,Small Box,2338,Lynn Hines,Home Office,Office Supplies,0.02,11165,Letter Size Cart,1,9/26/2020,91487,High,20,20740,0.56,1637,East,26138,2948,9/26/2020,Express Air,20,Maryland,143
Envelopes,Roseville,Small Box,1123,Peggy Lanier,Small Business,Office Supplies,0.1,11180,"Peel & Seel® Recycled Catalog Envelopes, Brown",1,9/3/2019,87019,Medium,1,95661,0.35,-13,West,26139,13,9/4/2019,Regular Air,6,California,12
Paper,Marietta,Small Box,3382,Jon Beasley,Corporate,Office Supplies,0.04,11210,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),1,10/4/2020,88849,Not Specified,3,30062,0.36,-86,South,26140,22,10/6/2020,Regular Air,7,Georgia,6
Office Furnishings,Kissimmee,Small Pack,3284,Michael Shaffer,Corporate,Furniture,0.05,11070,"Executive Impressions 13"" Clairmont Wall Clock",1,2/18/2017,90751,High,6,34741,0.44,-2133,South,26141,120,2/20/2017,Express Air,6,Florida,19
Binders and Binder Accessories,Milwaukee,Small Box,2589,Paige Sherman,Home Office,Office Supplies,0.03,11189,Avery Poly Binder Pockets,1,12/3/2020,91173,Medium,19,53209,0.37,-47,Central,26142,72,12/4/2020,Regular Air,5,Wisconsin,4
Paper,Tuscaloosa,Wrap Bag,2581,Jean Frazier,Home Office,Office Supplies,0.01,11045,EcoTones® Memo Sheets,1,9/5/2018,88301,Critical,16,35401,0.37,-43,South,26143,65,9/6/2018,Regular Air,1,Alabama,4
"Scissors, Rulers and Trimmers",Tuscaloosa,Wrap Bag,2581,Jean Frazier,Home Office,Office Supplies,0.05,11046,Martin-Yale Premier Letter Opener,1,9/5/2018,88301,Critical,16,35401,0.82,150,South,26144,212,9/6/2018,Regular Air,5,Alabama,13
Appliances,Westminster,Small Box,694,Cecil Bray Bush,Home Office,Office Supplies,0.02,11047,Kensington 7 Outlet MasterPiece® HOMEOFFICE Power Control Center,1,9/21/2019,87817,Not Specified,4,80030,0.55,212,West,26145,529,9/21/2019,Regular Air,1,Colorado,131
Paper,Westminster,Small Box,694,Cecil Bray Bush,Home Office,Office Supplies,0.09,11048,Xerox 213,1,9/21/2019,87817,Not Specified,7,80030,0.37,-65,West,26146,46,9/23/2019,Regular Air,8,Colorado,6
Computer Peripherals,Newport News,Small Pack,2063,Todd D Norris,Corporate,Technology,0.08,11049,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",1,6/18/2018,87151,High,12,23602,0.61,250,South,26147,95,6/18/2018,Regular Air,4,Virginia,8
Appliances,Franklin,Medium Box,2283,Nancy Holden,Home Office,Office Supplies,0.01,11050,Harmony HEPA Quiet Air Purifiers,1,1/22/2017,85947,Medium,6,53132,0.5,-29,Central,26148,77,1/24/2017,Regular Air,7,Wisconsin,12
Office Furnishings,Centereach,Small Pack,2087,Edna Schroeder,Corporate,Furniture,0.08,11232,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1,9/7/2020,88356,High,19,11720,0.35,1245,East,26149,1804,9/9/2020,Regular Air,9,New York,99
Telephones and Communication,Centereach,Wrap Bag,2087,Edna Schroeder,Corporate,Technology,0.1,11051,Accessory4,1,9/7/2020,88356,High,2,11720,0.85,-400,East,26150,141,9/10/2020,Regular Air,1,New York,86
Binders and Binder Accessories,Huntington Beach,Small Box,1186,Glenda Herbert,Consumer,Office Supplies,0.03,11052,Surelock™ Post Binders,1,4/8/2020,85944,Medium,11,92646,0.35,227,West,26151,329,4/8/2020,Regular Air,3,California,31
Bookcases,Marietta,Jumbo Box,3382,Jon Beasley,Corporate,Furniture,0,11053,O'Sullivan 3-Shelf Heavy-Duty Bookcases,1,5/19/2018,88842,Not Specified,13,30062,0.61,12,South,26152,807,5/19/2018,Delivery Truck,37,Georgia,58
Computer Peripherals,Marietta,Small Box,3382,Jon Beasley,Corporate,Technology,0,11054,Logitech Cordless Access Keyboard,1,5/19/2018,88842,Not Specified,7,30062,0.51,-95,South,26153,218,5/20/2018,Regular Air,6,Georgia,30
Office Furnishings,Marietta,Small Box,3382,Jon Beasley,Corporate,Furniture,0.03,11055,Contemporary Wood/Metal Frame,1,5/19/2018,88842,Not Specified,1,30062,0.5,-5257,South,26154,20,5/21/2018,Regular Air,8,Georgia,16
Storage & Organization,Harrison,Small Box,2186,Brent Bond,Home Office,Office Supplies,0.03,11056,"Companion Letter/Legal File, Black",1,2/21/2020,91535,Critical,6,10528,0.57,2,East,26155,228,2/22/2020,Regular Air,13,New York,38
Pens & Art Supplies,Lindenwold,Wrap Bag,2765,Tracy Schultz,Corporate,Office Supplies,0.03,11154,"Dixon My First Ticonderoga Pencil, #2",1,5/26/2017,90725,Low,7,8021,0.56,-5,East,26156,41,5/28/2017,Regular Air,2,New Jersey,6
Appliances,East Point,Small Box,2771,Kevin Wolfe,Corporate,Office Supplies,0.07,11161,Kensington 7 Outlet MasterPiece Power Center,1,6/11/2017,88974,High,3,30344,0.56,-192,South,26157,536,6/11/2017,Regular Air,1,Georgia,178
Binders and Binder Accessories,East Point,Small Box,2771,Kevin Wolfe,Corporate,Office Supplies,0.01,11057,Economy Binders,1,6/10/2020,88983,High,4,30344,0.36,-131,South,26158,14,6/11/2020,Express Air,1,Georgia,2
Appliances,Irving,Small Box,3134,Kara Wang,Corporate,Office Supplies,0.03,11058,Eureka The Boss® Cordless Rechargeable Stick Vac,1,1/6/2019,86799,Medium,10,75061,0.58,211,Central,26159,538,1/7/2019,Regular Air,14,Texas,51
Computer Peripherals,Poinciana,Small Pack,2755,Patrick Womble,Consumer,Technology,0.02,11059,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",1,3/30/2019,91508,High,11,34759,0.44,-49,South,26160,473,3/30/2019,Regular Air,2,Florida,41
Rubber Bands,Plainfield,Wrap Bag,3391,Frederick Godwin,Corporate,Office Supplies,0.07,11060,Acco® Hot Clips™ Clips to Go,1,1/7/2020,90158,Not Specified,11,7060,0.4,9,East,26161,34,1/9/2020,Regular Air,1,New Jersey,3
Office Furnishings,Saint Charles,Small Box,1090,Seth Davies,Corporate,Furniture,0,11088,Eldon® Wave Desk Accessories,1,7/6/2020,90139,High,1,60174,0.43,-4,Central,26162,4,7/8/2020,Regular Air,5,Illinois,2
Paper,Saint Charles,Small Box,1090,Seth Davies,Corporate,Office Supplies,0.02,11061,Xerox 1905,1,7/6/2020,90139,High,14,60174,0.37,-188,Central,26163,98,7/7/2020,Regular Air,10,Illinois,6
Storage & Organization,Irving,Small Box,1092,Ron Singh,Corporate,Office Supplies,0.09,11206,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,1,7/6/2020,90139,High,2,75061,0.73,-69,Central,26164,130,7/6/2020,Express Air,7,Texas,65
Binders and Binder Accessories,Visalia,Small Box,122,Miriam Proctor,Home Office,Office Supplies,0.1,11062,"Wilson Jones Hanging View Binder, White, 1""",1,8/27/2020,90672,High,23,93277,0.39,-48,West,26165,160,8/28/2020,Regular Air,6,California,7
Office Machines,Visalia,Jumbo Box,122,Miriam Proctor,Home Office,Technology,0.01,11170,Hewlett-Packard 2600DN Business Color Inkjet Printer,1,8/27/2020,90672,High,8,93277,0.39,-42,West,26166,1007,8/27/2020,Delivery Truck,56,California,120
Binders and Binder Accessories,Lawndale,Small Box,310,Florence Clayton,Consumer,Office Supplies,0,11063,GBC DocuBind 200 Manual Binding Machine,1,5/9/2018,89830,Medium,2,90260,0.35,416,West,26167,867,5/11/2018,Regular Air,20,California,421
Paper,Lawndale,Small Box,310,Florence Clayton,Consumer,Office Supplies,0.02,11219,Xerox 1993,1,5/9/2018,89830,Medium,16,90260,0.36,-238,West,26168,110,5/10/2018,Regular Air,10,California,6
Pens & Art Supplies,Oxford,Wrap Bag,311,Caroline Ingram,Consumer,Office Supplies,0.07,11064,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",1,5/9/2018,89830,Medium,17,1540,0.41,203,East,26169,589,5/11/2018,Regular Air,14,Massachusetts,37
Pens & Art Supplies,Malden,Wrap Bag,512,Tim Joseph Dennis,Corporate,Office Supplies,0.04,11065,4009® Highlighters by Sanford,1,3/31/2019,90064,Low,13,2148,0.52,34,East,26170,50,4/5/2019,Regular Air,1,Massachusetts,4
Pens & Art Supplies,South Burlington,Wrap Bag,516,Kristine Powell,Corporate,Office Supplies,0.07,11066,"Quartet Alpha® White Chalk, 12/Pack",1,3/31/2019,90064,Low,4,5403,0.38,4,East,26171,10,4/4/2019,Express Air,1,Vermont,2
Paper,Walker,Small Box,1715,Marcus May,Corporate,Office Supplies,0.02,11067,Xerox 194,1,5/4/2019,89655,High,11,49534,0.37,437,Central,26172,633,5/7/2019,Regular Air,14,Michigan,55
Chairs & Chairmats,Oxford,Jumbo Drum,961,Benjamin Chan,Home Office,Furniture,0.01,11233,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1,6/29/2019,89404,High,4,1540,0.69,-45,East,26173,735,6/30/2019,Delivery Truck,30,Massachusetts,181
Paper,Oxford,Small Box,961,Benjamin Chan,Home Office,Office Supplies,0,11068,Xerox 1937,1,6/29/2019,89404,High,10,1540,0.37,353,East,26174,511,7/1/2019,Regular Air,6,Massachusetts,48
Tables,Oxford,Jumbo Box,961,Benjamin Chan,Home Office,Furniture,0.09,11069,Bretford CR8500 Series Meeting Room Furniture,1,6/29/2019,89404,High,7,1540,0.71,541,East,26175,2096,7/1/2019,Delivery Truck,43,Massachusetts,401
Office Furnishings,Romeoville,Small Pack,1075,Theodore Tyson,Home Office,Furniture,0.04,11070,"Executive Impressions 13"" Clairmont Wall Clock",1,3/7/2017,86422,High,11,60441,0.44,152,Central,26176,221,3/8/2017,Regular Air,6,Illinois,19
Binders and Binder Accessories,Columbus,Small Box,264,Erik Harmon,Home Office,Office Supplies,0.01,11071,"Avery Flip-Chart Easel Binder, Black",1,5/4/2020,86303,Low,4,43229,0.38,-36,East,26177,99,5/6/2020,Regular Air,15,Ohio,22
Appliances,Northglenn,Small Box,291,Norma Oliver,Small Business,Office Supplies,0.09,11072,Kensington 4 Outlet MasterPiece® Compact Power Control Center,1,6/6/2019,90839,High,10,80233,0.57,521,West,26178,755,6/7/2019,Regular Air,1,Colorado,81
Paper,Northglenn,Wrap Bag,291,Norma Oliver,Small Business,Office Supplies,0.06,11242,"While you Were Out Message Book, One Form per Page",1,6/6/2019,90839,High,5,80233,0.35,0,West,26179,19,6/6/2019,Regular Air,2,Colorado,4
Paper,Northglenn,Small Box,291,Norma Oliver,Small Business,Office Supplies,0.06,11118,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",1,6/6/2019,90839,High,15,80233,0.37,-62,West,26180,98,6/7/2019,Regular Air,6,Colorado,6
Paper,Parker,Small Box,292,Brian Meadows,Small Business,Office Supplies,0.01,11073,Computer Printout Paper with Letter-Trim Perforations,1,6/6/2019,90839,High,19,80134,0.37,113,West,26181,361,6/8/2019,Regular Air,9,Colorado,19
Storage & Organization,Parker,Small Box,292,Brian Meadows,Small Business,Office Supplies,0.09,11074,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,1,6/6/2019,90839,High,2,80134,0.75,-46,West,26182,64,6/7/2019,Regular Air,7,Colorado,32
Paper,Coram,Small Box,1062,Willie Robinson,Small Business,Office Supplies,0.06,11193,Xerox 1997,1,6/9/2019,91357,Not Specified,8,11727,0.37,-99,East,26183,55,6/11/2019,Regular Air,10,New York,6
Telephones and Communication,Ottumwa,Small Box,669,Amy Shea,Home Office,Technology,0.07,11075,LX 677,1,2/12/2019,88477,Low,5,52501,0.57,14,Central,26184,450,2/12/2019,Regular Air,9,Iowa,111
Chairs & Chairmats,Merrillville,Jumbo Drum,1464,Evelyn Galloway,Consumer,Furniture,0.03,11108,Hon GuestStacker Chair,1,2/10/2018,86398,Critical,6,46410,0.59,934,Central,26185,1353,2/12/2018,Delivery Truck,28,Indiana,227
Appliances,La Porte,Medium Box,1585,Claire Barton,Corporate,Office Supplies,0,11126,Bionaire Personal Warm Mist Humidifier/Vaporizer,1,10/25/2018,90936,Medium,6,77571,0.46,207,Central,26186,300,10/26/2018,Regular Air,5,Texas,47
Envelopes,La Porte,Small Box,1585,Claire Barton,Corporate,Office Supplies,0.08,11076,Colored Envelopes,1,10/24/2020,90942,Medium,22,77571,0.39,-9,Central,26187,86,10/25/2020,Express Air,3,Texas,4
"Scissors, Rulers and Trimmers",Bozeman,Small Pack,355,Grace Vaughn,Home Office,Office Supplies,0.07,11237,Kleencut® Forged Office Shears by Acme United Corporation,1,11/9/2020,89653,Critical,44,59715,0.55,38,West,26188,93,11/10/2020,Regular Air,3,Montana,2
Office Furnishings,Billings,Large Box,1790,Norman Benton,Consumer,Furniture,0.07,11077,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1,8/21/2019,88262,Not Specified,22,59102,0.79,1026,West,26189,2288,8/22/2019,Regular Air,10,Montana,105
Telephones and Communication,Billings,Small Box,1790,Norman Benton,Consumer,Technology,0.01,11078,MicroTAC 650,1,8/21/2019,88262,Not Specified,21,59102,0.58,833,West,26190,1208,8/23/2019,Express Air,5,Montana,66
Office Furnishings,Livonia,Wrap Bag,2744,Danny Dalton,Corporate,Furniture,0.08,11079,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1,9/6/2019,89215,Critical,14,48154,0.78,-812,Central,26191,974,9/7/2019,Regular Air,38,Michigan,71
Office Furnishings,Thomasville,Small Box,2469,Herbert Reddy,Home Office,Furniture,0.06,11080,"Career Cubicle Clock, 8 1/4"", Black",1,8/27/2018,88140,High,18,27360,0.47,264,South,26192,357,8/28/2018,Express Air,14,North Carolina,20
Chairs & Chairmats,Waxahachie,Jumbo Drum,1143,Phyllis Jacobson,Home Office,Furniture,0.1,11083,"Global Leather and Oak Executive Chair, Black",1,8/20/2019,86583,Medium,25,75165,0.56,1988,Central,26193,6804,8/21/2019,Delivery Truck,65,Texas,301
Rubber Bands,Waxahachie,Wrap Bag,1143,Phyllis Jacobson,Home Office,Office Supplies,0.01,11081,Advantus SlideClip™ Paper Clips,1,8/20/2019,86583,Medium,12,75165,0.37,30,Central,26194,43,8/21/2019,Regular Air,1,Texas,3
Chairs & Chairmats,Lewiston,Jumbo Drum,1056,Lewis Herman,Small Business,Furniture,0.06,11230,Hon Comfortask® Task/Swivel Chairs,1,1/12/2018,90215,Critical,12,4240,0.69,-272,East,26195,1306,1/13/2018,Delivery Truck,30,Maine,114
Chairs & Chairmats,Nashua,Jumbo Drum,1057,Jean Hardy,Small Business,Furniture,0,11082,Hon Every-Day® Chair Series Swivel Task Chairs,1,1/12/2018,90215,Critical,5,3060,0.64,35,East,26196,613,1/13/2018,Delivery Truck,30,New Hampshire,121
