Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Chairs & Chairmats,Irving,Jumbo Drum,308,Glen Caldwell,Consumer,Furniture,0.1,11084,Global Troy� Executive Leather Low-Back Tilter,1,2/19/2017,29958,High,36,75061,0.6,1363,Central,7/18/1911,16719,2/22/2018,Delivery Truck,26,Texas,501
Tables,South Orange,Jumbo Box,979,Francis Peterson,Corporate,Furniture,0.05,10852,Bretford Rectangular Conference Table Tops,1,9/11/2017,87262,High,4,07079,0.74,-884,East,1/19/1963,1524,9/12/2018,Delivery Truck,86,New Jersey,376
Office Furnishings,Essex,Wrap Bag,2710,Marvin Reeves McMillan,Consumer,Furniture,0.1,10206,"Master Caster Door Stop, Gray",1,11/30/2015,89244,Medium,1,21221,0.51,-10,East,5/5/1952,8,12/1/2016,Regular Air,4,Maryland,5
Office Furnishings,Saint Peters,Small Box,689,Tommy Honeycutt,Small Business,Furniture,0.04,11172,Eldon Expressions Mahogany Wood Desk Collection,1,10/15/2015,88507,Low,4,63376,0.6,-28,Central,3/13/1966,27,11/3/2016,Regular Air,5,Missouri,6
Bookcases,Richmond,Jumbo Box,1622,Sue Boykin,Small Business,Furniture,0.1,10815,Bush Mission Pointe Library,1,8/30/2017,87614,Not Specified,2,47374,0.65,-382,Central,11/4/1952,302,8/31/2018,Delivery Truck,66,Indiana,151
Binders and Binder Accessories,West Scarborough,Small Box,280,Greg Walsh,Corporate,Office Supplies,0.1,11036,Avery Durable Poly Binders,1,2/12/2017,89294,Medium,6,04070,0.39,-108,East,2/22/1953,33,2/15/2018,Regular Air,7,Maine,6
Binders and Binder Accessories,Southbury,Small Box,629,Alan Griffith,Small Business,Office Supplies,0.05,11131,Presstex Flexible Ring Binders,1,11/2/2016,91161,Critical,8,06488,0.35,26,East,11/19/1971,37,11/9/2017,Regular Air,1,Connecticut,5
Binders and Binder Accessories,Schererville,Small Box,1623,Patrick Adcock,Small Business,Office Supplies,0.01,11171,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,9/2/2015,87614,Not Specified,12,46375,0.36,-149,Central,11/5/1952,48,9/3/2016,Regular Air,5,Indiana,4
Telephones and Communication,Lebanon,Small Box,166,Vicki Hauser,Consumer,Technology,0,10312,Item 10312,1,9/4/2017,89429,Medium,8,37087,0.58,-47,South,1/1/1952,487,9/5/2018,Regular Air,9,Tennessee,66
Telephones and Communication,Lebanon,Wrap Bag,166,Vicki Hauser,Consumer,Technology,0.02,11091,Accessory21,1,9/7/2015,89429,Medium,5,37087,0.37,-282,South,1/2/1952,89,9/8/2016,Regular Air,1,Tennessee,21
Telephones and Communication,Ottumwa,Small Box,669,Amy Shea,Home Office,Technology,0.07,11075,LX 677,1,1/27/2017,88477,Low,5,52501,0.57,14,Central,9/8/1971,450,1/30/2018,Regular Air,9,Iowa,111
Tables,Hackensack,Large Box,1760,Christy Dunn,Consumer,Furniture,0.01,10374,Hon 4060 Series Tables,1,9/12/2017,90179,Medium,5,07601,0.63,-271,East,12/10/1962,481,9/13/2018,Regular Air,69,New Jersey,112
Binders and Binder Accessories,Cedar Hill,Small Box,1238,April Bowers,Corporate,Office Supplies,0.08,11238,Fellowes Binding Cases,1,11/3/2015,86081,Not Specified,8,75104,0.4,3,Central,12/25/1957,90,11/4/2016,Regular Air,6,Texas,12
Pens & Art Supplies,Sanford,Wrap Bag,475,Rita Spivey,Small Business,Office Supplies,0.05,10773,Newell 309,1,1/22/2017,91282,Not Specified,10,04073,0.55,71,East,7/22/1968,115,1/25/2018,Regular Air,2,Maine,12
Bookcases,Lufkin,Jumbo Box,1368,Patsy Harmon,Consumer,Furniture,0.1,11202,"Bush Westfield Collection Bookcases, Fully Assembled",1,9/19/2016,90518,Low,1,75901,0.62,-68,Central,12/20/1966,131,9/21/2017,Delivery Truck,36,Texas,101
Chairs & Chairmats,Bella Vista,Jumbo Drum,1119,Cecil Berger,Home Office,Furniture,0,11166,"Global High-Back Leather Tilter, Burgundy",1,9/23/2015,86774,Not Specified,2,72714,0.74,174,South,8/19/1970,277,9/24/2016,Delivery Truck,70,Arkansas,123
Pens & Art Supplies,Cedar Hill,Wrap Bag,1238,April Bowers,Corporate,Office Supplies,0,10420,Prang Drawing Pencil Set,1,11/2/2016,86081,Not Specified,10,75104,0.45,11,Central,12/26/1957,31,11/3/2017,Express Air,1,Texas,3
Storage & Organization,Cedar Hill,Small Box,1238,April Bowers,Corporate,Office Supplies,0.01,10489,Eldon Shelf Savers� Cubes and Bins,1,11/2/2016,86081,Not Specified,8,75104,0.83,-220,Central,12/27/1957,59,11/3/2017,Regular Air,10,Texas,7
Telephones and Communication,Cedar Hill,Small Box,1238,April Bowers,Corporate,Technology,0.05,10969,Item 10969,1,10/31/2017,86081,Not Specified,7,75104,0.58,844,Central,12/28/1957,1223,11/1/2018,Regular Air,3,Texas,206
Telephones and Communication,Bella Vista,Medium Box,1119,Cecil Berger,Home Office,Technology,0.03,11113,1726 Digital Answering Machine,1,9/22/2016,86774,Not Specified,13,72714,0.58,-79,South,8/20/1970,242,9/23/2017,Regular Air,5,Arkansas,21
Labels,Lufkin,Small Box,1368,Patsy Harmon,Consumer,Office Supplies,0.07,10997,Avery 506,1,9/17/2017,90518,Low,14,75901,0.39,38,Central,12/21/1966,55,9/19/2018,Regular Air,1,Texas,4
"Scissors, Rulers and Trimmers",Lansing,Wrap Bag,2715,Becky Farmer,Corporate,Office Supplies,0.05,11255,Serrated Blade or Curved Handle Hand Letter Openers,1,8/26/2015,88704,Low,10,48911,0.84,-54,Central,9/13/1966,32,8/27/2016,Regular Air,2,Michigan,3
Chairs & Chairmats,Janesville,Jumbo Drum,2450,Tonya Miller,Home Office,Furniture,0.09,11233,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1,2/8/2017,90325,Low,6,53545,0.69,-116,Central,3/10/1961,996,2/9/2018,Delivery Truck,30,Wisconsin,181
Pens & Art Supplies,Centereach,Wrap Bag,1025,Patrick Hendrix,Small Business,Office Supplies,0,11154,"Dixon My First Ticonderoga Pencil, #2",1,7/5/2016,89011,Medium,6,11720,0.56,-1,East,6/10/1951,36,7/6/2017,Regular Air,2,New York,6
Office Machines,Boston,Jumbo Box,3208,Jackie Wu,Corporate,Technology,0.02,11170,Hewlett-Packard 2600DN Business Color Inkjet Printer,1,9/10/2016,90742,Not Specified,11,02129,0.39,239,East,10/27/1954,1335,9/11/2017,Delivery Truck,56,Massachusetts,120
Appliances,Janesville,Jumbo Drum,2450,Tonya Miller,Home Office,Office Supplies,0.1,10672,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1,2/8/2017,90325,Low,8,53545,0.59,1492,Central,3/9/1961,2162,2/9/2018,Delivery Truck,23,Wisconsin,280
Telephones and Communication,Henderson,Small Pack,907,Rachel Casey,Home Office,Technology,0,11247,Accessory9,1,8/16/2017,86462,Not Specified,11,42420,0.39,-159,South,12/15/1964,360,8/17/2018,Regular Air,3,Kentucky,36
Office Furnishings,Homestead,Large Box,2969,Cameron Clapp,Small Business,Furniture,0.06,10950,Telescoping Adjustable Floor Lamp,1,3/31/2014,86090,Not Specified,1,33030,0.6,-1125,South,4/26/1963,24,3/31/2016,Regular Air,11,Florida,20
Chairs & Chairmats,Oxford,Jumbo Drum,3151,Glenda Hunter,Corporate,Furniture,0.07,11233,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1,9/29/2016,88552,Low,8,01540,0.69,241,East,11/4/1957,1395,9/30/2017,Delivery Truck,30,Massachusetts,181
Paper,Oxford,Wrap Bag,3151,Glenda Hunter,Corporate,Office Supplies,0.02,10139,"Speediset Carbonless Redi-Letter� 7"" x 8 1/2""",1,9/29/2016,88552,Low,10,01540,0.38,74,East,11/5/1957,108,9/30/2017,Regular Air,2,Massachusetts,10
Paper,New York City,Small Box,1416,Betsy Gibson,Corporate,Office Supplies,0,10956,Xerox 1898,1,11/29/2016,90549,Not Specified,9,10024,0.37,-87,East,1/29/1969,65,11/30/2017,Regular Air,7,New York,7
Tables,Oxford,Jumbo Box,3121,Bob Dickens,Home Office,Furniture,0.09,10265,Bevis Round Conference Table Top & Single Column Base,1,8/15/2015,10567,High,10,01540,0.65,-146,East,1/6/1904,1111,8/18/2016,Delivery Truck,44,Massachusetts,146
Tables,New Orleans,Jumbo Box,3120,Daniel Christian,Home Office,Furniture,0.09,10265,Bevis Round Conference Table Top & Single Column Base,1,2/7/2017,90163,High,3,70117,0.65,327,South,4/18/1953,333,2/8/2018,Delivery Truck,44,Louisiana,146
Office Furnishings,Bessemer,Small Pack,1242,Dan Hoover,Small Business,Furniture,0.03,10435,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",1,11/1/2016,90886,High,6,35020,0.49,30,South,1/6/1965,122,11/25/2017,Regular Air,7,Alabama,20
Appliances,Oxford,Jumbo Drum,2931,Faye Hanna,Small Business,Office Supplies,0,10977,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1,12/26/2017,87628,Critical,7,01540,0.41,-521,East,10/9/1960,525,12/27/2018,Delivery Truck,60,Massachusetts,69
Paper,Farmers Branch,Small Box,1133,Marjorie Owens,Corporate,Office Supplies,0.05,10525,HP Office Recycled Paper (20Lb. and 87 Bright),1,7/21/2015,88113,Not Specified,7,75234,0.36,-116,Central,2/23/1968,43,7/22/2016,Express Air,8,Texas,6
Paper,Oxford,Small Box,607,Clara Hauser,Corporate,Office Supplies,0.1,10513,Xerox 1996,1,3/31/2014,46787,Medium,28,01540,0.37,-163,East,12/31/1917,174,3/31/2016,Regular Air,9,Massachusetts,6
Paper,Yonkers,Small Box,609,Shawn Adler,Corporate,Office Supplies,0.1,10513,Xerox 1996,1,2/4/2017,86444,Medium,7,10701,0.37,-163,East,4/13/1967,44,2/5/2018,Regular Air,9,New York,6
Pens & Art Supplies,Oxford,Small Pack,607,Clara Hauser,Corporate,Office Supplies,0.07,10838,Boston KS Multi-Size Manual Pencil Sharpener,1,3/30/2015,46787,Medium,32,01540,0.57,-60,East,1/1/1918,693,3/30/2017,Regular Air,9,Massachusetts,23
Pens & Art Supplies,Yonkers,Small Pack,609,Shawn Adler,Corporate,Office Supplies,0.07,10838,Boston KS Multi-Size Manual Pencil Sharpener,1,2/4/2017,86444,Medium,8,10701,0.57,-60,East,4/14/1967,173,2/5/2018,Regular Air,9,New York,23
Computer Peripherals,Austin,Small Pack,887,Cindy Hinton,Corporate,Technology,0.02,11179,"Memorex 4.7GB DVD+RW, 3/Pack",1,2/27/2017,89553,Medium,13,78745,0.4,270,Central,11/5/1961,392,2/28/2018,Regular Air,2,Texas,28
Binders and Binder Accessories,Caldwell,Small Box,2741,Megan York,Small Business,Office Supplies,0.09,10391,Tuff Stuff� Recycled Round Ring Binders,1,9/1/2016,89489,Medium,6,83605,0.36,20,West,1/23/1955,29,9/2/2017,Regular Air,1,Idaho,5
Rubber Bands,Casas Adobes,Wrap Bag,2700,Dean Rosenberg,Corporate,Office Supplies,0.09,10766,OIC Thumb-Tacks,1,8/5/2016,87690,Low,5,85704,0.38,-3,West,5/29/1970,6,8/8/2017,Regular Air,1,Arizona,1
Binders and Binder Accessories,Los Angeles,Small Box,1314,Keith Marsh,Home Office,Office Supplies,0,10974,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1,9/26/2017,22755,Medium,35,90058,0.36,-95,West,8/31/1908,188,9/27/2018,Regular Air,6,California,5
Office Machines,Charlotte,Jumbo Box,272,Eleanor Swain,Small Business,Technology,0.1,10910,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,1,11/21/2015,10949,Medium,46,28204,0.4,169,South,2/23/1904,3449,11/24/2016,Delivery Truck,30,North Carolina,81
Tables,Shawnee,Jumbo Box,2784,Rebecca Abrams,Corporate,Furniture,0.08,10734,Bush Advantage Collection� Racetrack Conference Table,1,10/18/2016,86984,Low,5,74801,0.67,-352,Central,7/29/1966,2099,10/19/2017,Delivery Truck,110,Oklahoma,424
Tables,Cottage Lake,Large Box,1676,Terry Langston,Small Business,Furniture,0.1,10664,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",1,9/10/2016,89493,High,9,98072,0.68,-1917,West,4/13/1955,602,9/11/2017,Regular Air,69,Washington,71
Paper,Oxford,Small Box,3251,Peter Brooks,Small Business,Office Supplies,0.01,11195,Xerox 188,1,7/22/2016,37859,Critical,2,01540,0.36,-12,East,7/29/1914,29,7/25/2017,Regular Air,5,Massachusetts,11
Telephones and Communication,Mobile,Small Box,2574,William McDonald,Consumer,Technology,0.04,10240,V 3600 Series,1,9/30/2015,90097,Critical,3,36608,0.58,-560,South,3/24/1957,172,10/1/2016,Regular Air,9,Alabama,66
Computer Peripherals,Killingly Center,Small Pack,1588,Terri Justice Gardner,Corporate,Technology,0.08,10430,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",1,9/27/2016,90283,Critical,9,06241,0.68,-95,East,7/9/1953,54,9/28/2017,Regular Air,4,Connecticut,6
Copiers and Fax,Dunedin,Large Box,1802,Jack Morse,Corporate,Technology,0.1,10566,Canon PC1060 Personal Laser Copier,1,9/23/2016,91547,Low,8,34698,0.41,-80,South,7/24/1963,5141,9/26/2017,Regular Air,24,Florida,700
Paper,Pikesville,Wrap Bag,306,Thomas McAllister,Small Business,Office Supplies,0.1,10384,Standard Line� �While You Were Out� Hardbound Telephone Message Book,1,9/2/2015,87067,Critical,4,21208,0.39,24,East,11/20/1963,87,9/3/2016,Regular Air,8,Maryland,22
Paper,Irving,Wrap Bag,308,Glen Caldwell,Small Business,Office Supplies,0.1,10384,Standard Line� �While You Were Out� Hardbound Telephone Message Book,1,10/9/2015,37895,Critical,14,75061,0.39,24,Central,8/9/1914,305,10/10/2016,Regular Air,8,Texas,22
Pens & Art Supplies,Richmond,Wrap Bag,2347,Virginia Gill,Corporate,Office Supplies,0.06,10459,Fluorescent Highlighters by Dixon,1,1/31/2017,89512,Low,7,40475,0.51,9,South,3/25/1968,29,2/1/2018,Regular Air,1,Kentucky,4
Office Machines,Euclid,Jumbo Box,1439,Kyle Kaufman,Corporate,Technology,0.04,11170,Hewlett-Packard 2600DN Business Color Inkjet Printer,1,7/13/2015,90124,Medium,6,44117,0.39,-100,East,1/13/1965,713,7/14/2016,Delivery Truck,56,Ohio,120
Office Furnishings,Sterling Heights,Small Pack,2012,Gretchen Davis,Corporate,Furniture,0.01,10902,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",1,8/7/2017,86879,Low,5,48310,0.41,79,Central,2/1/1962,114,8/8/2018,Regular Air,9,Michigan,22
Storage & Organization,Prescott Valley,Small Box,754,Helen Lyons,Corporate,Office Supplies,0.05,10519,"24 Capacity Maxi Data Binder Racks, Pearl",1,2/25/2017,90443,High,1,86314,0.6,-150,West,11/2/1968,204,2/26/2018,Regular Air,10,Arizona,211
Storage & Organization,Plainview,Small Box,2685,Kathryn Wolfe,Small Business,Office Supplies,0.08,10724,"Hot File� 7-Pocket, Floor Stand",1,1/31/2017,89153,Not Specified,1,11803,0.55,-112,East,5/5/1960,184,2/1/2018,Regular Air,20,New York,178
Binders and Binder Accessories,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Office Supplies,0.09,10469,Ibico Covers for Plastic or Wire Binding Elements,1,10/27/2016,86452,Not Specified,6,53590,0.4,-33,Central,7/26/1965,69,10/28/2017,Express Air,7,Wisconsin,12
Computer Peripherals,Sun Prairie,Small Box,3192,Melanie Ray,Corporate,Technology,0.1,10989,Gyration Ultra Cordless Optical Suite,1,10/25/2017,86452,Not Specified,4,53590,0.46,237,Central,7/27/1965,385,10/26/2018,Regular Air,7,Wisconsin,101
Tables,Milwaukee,Jumbo Box,2957,Francis I Davis,Corporate,Furniture,0.01,10922,KI Conference Tables,1,10/26/2016,90269,High,16,53209,0.72,-2427,Central,9/24/1959,1244,10/28/2017,Delivery Truck,89,Wisconsin,71
Chairs & Chairmats,Milwaukee,Jumbo Drum,2957,Francis I Davis,Corporate,Furniture,0.02,11084,Global Troy� Executive Leather Low-Back Tilter,1,10/26/2016,90269,High,4,53209,0.6,858,Central,9/23/1959,2023,10/28/2017,Delivery Truck,26,Wisconsin,501
Appliances,Killingly Center,Small Box,1908,Sharon Sellers,Small Business,Office Supplies,0.07,10786,Fellowes 8 Outlet Superior Workstation Surge Protector,1,2/7/2017,86506,Medium,10,06241,0.56,287,East,2/2/1961,417,2/8/2018,Express Air,5,Connecticut,42
Telephones and Communication,Hinesville,Small Box,3378,Ian Chu,Corporate,Technology,0.08,11196,Item 11196,1,10/3/2017,88848,Not Specified,11,31313,0.56,137,South,4/12/1951,616,10/5/2018,Regular Air,9,Georgia,66
Office Furnishings,Bangor,Wrap Bag,2175,Lynda K Porter,Small Business,Furniture,0.1,10383,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1,7/16/2016,89472,High,7,04401,0.68,211,East,10/2/1964,306,7/17/2017,Regular Air,5,Maine,46
Tables,Mission Viejo,Jumbo Box,786,Jason Bray,Home Office,Furniture,0.06,10922,KI Conference Tables,1,9/21/2016,91520,High,16,92691,0.69,-2767,West,9/27/1966,1183,9/22/2017,Delivery Truck,89,California,71
Bookcases,Pontiac,Jumbo Box,3000,Priscilla Allen,Consumer,Furniture,0.01,10125,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1,7/3/2017,87053,Low,11,48342,0.78,-1042,Central,11/9/1958,1174,7/4/2018,Delivery Truck,57,Michigan,101
Chairs & Chairmats,Cudahy,Jumbo Drum,1480,Yvonne Ryan,Consumer,Furniture,0.06,10275,Hon Multipurpose Stacking Arm Chairs,1,10/16/2015,90749,Low,6,53110,0.59,49,Central,2/15/1958,1331,10/17/2016,Delivery Truck,64,Wisconsin,217
Chairs & Chairmats,Wilkes Barre,Jumbo Drum,2251,Philip Olsen,Home Office,Furniture,0.01,11084,Global Troy� Executive Leather Low-Back Tilter,1,2/5/2017,86708,High,14,18705,0.6,5174,East,8/13/1966,7499,2/8/2018,Delivery Truck,26,Pennsylvania,501
Computer Peripherals,East Haven,Small Box,834,Michael Carr,Corporate,Technology,0.08,10808,Logitech Access Keyboard,1,11/13/2015,89774,Not Specified,11,06512,0.37,83,East,11/8/1963,166,11/14/2016,Regular Air,4,Connecticut,16
Storage & Organization,Cudahy,Small Box,1480,Yvonne Ryan,Consumer,Office Supplies,0.03,11157,Rogers� Profile Extra Capacity Storage Tub,1,10/15/2016,90749,Low,3,53110,0.81,-55,Central,2/16/1958,52,10/16/2017,Regular Air,7,Wisconsin,17
Storage & Organization,Roosevelt,Small Box,874,Andrew Beard,Small Business,Office Supplies,0.07,10442,Eldon Jumbo ProFile� Portable File Boxes Graphite/Black,1,11/2/2016,89064,Low,11,11575,0.57,-108,East,12/9/1961,161,11/3/2017,Regular Air,9,New York,15
Office Machines,Hinesville,Jumbo Drum,3218,Ricky Y Newman,Home Office,Technology,0.1,10057,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,1,2/9/2017,89136,Critical,11,31313,0.36,1226,South,5/27/1958,2010,2/10/2018,Delivery Truck,16,Georgia,201
Chairs & Chairmats,Lancaster,Large Box,1620,Gerald Petty,Consumer,Furniture,0,10357,Hon Olson Stacker Stools,1,12/4/2017,90255,High,3,17602,0.57,59,East,9/12/1953,440,12/6/2018,Regular Air,24,Pennsylvania,141
Labels,Santa Clara,Small Box,544,Doris Starr,Home Office,Office Supplies,0.03,10955,Avery 508,1,11/12/2016,88132,Critical,1,95051,0.36,1,West,8/4/1967,5,11/13/2017,Regular Air,1,California,5
Office Furnishings,Oxford,Wrap Bag,491,Toni Swanson,Consumer,Furniture,0.08,10722,Ultra Commercial Grade Dual Valve Door Closer,1,9/2/2016,42982,Low,59,01540,0.53,652,East,8/12/1916,2230,9/5/2017,Regular Air,3,Massachusetts,40
Office Furnishings,Irving,Wrap Bag,494,Jimmy Alston Holder,Consumer,Furniture,0.08,10722,Ultra Commercial Grade Dual Valve Door Closer,1,12/29/2016,88910,Low,15,75061,0.53,391,Central,11/23/1965,567,12/30/2017,Regular Air,3,Texas,40
Office Furnishings,Oxford,Large Box,491,Toni Swanson,Consumer,Furniture,0.02,10278,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1,9/2/2016,42982,Low,17,01540,0.61,464,East,8/11/1916,1868,9/5/2017,Express Air,24,Massachusetts,105
Office Furnishings,Rose Hill,Large Box,492,Courtney Weber,Consumer,Furniture,0.02,10278,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1,12/29/2016,88910,Low,4,24281,0.61,-2549,South,11/22/1965,439,12/30/2017,Express Air,24,Virginia,105
Chairs & Chairmats,Wichita,Jumbo Drum,288,Patricia Cole Blair,Small Business,Furniture,0.05,10501,Novimex Turbo Task Chair,1,7/27/2015,89769,Medium,11,67212,0.73,-394,Central,2/25/1968,797,7/28/2017,Delivery Truck,30,Kansas,71
Office Furnishings,Washington,Wrap Bag,894,Gail Rankin Cole,Corporate,Furniture,0.08,11079,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1,1/14/2017,55813,Low,55,20024,0.78,-824,East,5/11/1921,3738,1/15/2018,Regular Air,38,District of Columbia,71
Office Furnishings,Eagle,Wrap Bag,895,Gordon Sutherland,Corporate,Furniture,0.08,11079,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1,10/21/2017,90171,Low,14,83616,0.78,-752,West,8/22/1970,952,10/24/2018,Regular Air,38,Idaho,71
Telephones and Communication,Dearborn Heights,Small Box,1974,Robert Brantley,Consumer,Technology,0.03,10031,6162i,1,10/6/2016,89045,Medium,17,48127,0.55,645,Central,5/28/1955,934,10/7/2017,Regular Air,4,Michigan,66
Rubber Bands,Detroit,Wrap Bag,1975,Jennifer Grant,Consumer,Office Supplies,0.03,10694,Staples Bulldog Clip,1,10/4/2017,89045,Medium,13,48227,0.39,36,Central,5/29/1955,52,10/5/2018,Regular Air,1,Michigan,4
Paper,Dubuque,Small Box,2151,Melinda Rogers,Corporate,Office Supplies,0.02,10074,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),1,10/31/2015,90407,Low,16,52001,0.36,-58,Central,9/29/1953,86,11/3/2016,Regular Air,5,Iowa,5
Telephones and Communication,Dubuque,Medium Box,2151,Melinda Rogers,Corporate,Technology,0.07,10364,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",1,10/30/2016,90407,Low,9,52001,0.6,16,Central,9/30/1953,514,11/2/2017,Regular Air,14,Iowa,67
Office Furnishings,Oxford,Small Box,2525,Grace Everett,Corporate,Furniture,0.08,10324,"Eldon� 200 Class� Desk Accessories, Burgundy",1,10/25/2016,87213,Critical,14,36203,0.43,5,South,6/19/1966,89,10/26/2017,Regular Air,5,Alabama,6
Paper,Baton Rouge,Small Box,2463,Jane Howell,Corporate,Office Supplies,0.09,10284,Xerox 1974,1,12/8/2015,88720,Not Specified,7,70802,0.36,11,South,5/9/1959,42,12/9/2016,Regular Air,5,Louisiana,6
Chairs & Chairmats,Saco,Jumbo Drum,709,Benjamin Creech,Consumer,Furniture,0.07,10943,Hon 2090 �Pillow Soft� Series Mid Back Swivel/Tilt Chairs,1,1/8/2017,87991,Medium,7,04072,0.78,-401,East,10/3/1961,1978,1/11/2018,Delivery Truck,57,Maine,281
Storage & Organization,Greenville,Jumbo Drum,1741,Carl Hobbs,Corporate,Office Supplies,0.06,11003,"Tennsco Lockers, Gray",1,9/15/2015,85875,High,1,27834,0.78,-189,South,7/11/1969,38,9/20/2016,Delivery Truck,53,North Carolina,21
Envelopes,Baton Rouge,Small Box,2463,Jane Howell,Corporate,Office Supplies,0.05,10992,"#10 White Business Envelopes,4 1/8 x 9 1/2",1,12/5/2017,88720,Not Specified,2,70802,0.38,6,South,5/8/1959,31,12/6/2018,Regular Air,1,Louisiana,16
Pens & Art Supplies,Depew,Wrap Bag,3213,Mike Barry,Home Office,Office Supplies,0.05,10705,Zebra Zazzle Fluorescent Highlighters,1,1/10/2017,91563,Low,3,14043,0.51,8,East,6/24/1963,19,1/11/2018,Regular Air,1,New York,6
Storage & Organization,Kingman,Large Box,357,Barbara McNamara,Corporate,Office Supplies,0.08,10551,"Carina Mini System Audio Rack, Model AR050B",1,10/26/2016,91136,High,5,86401,0.82,-155,West,5/8/1961,550,10/27/2017,Regular Air,35,Arizona,111
Telephones and Communication,New York City,Small Box,2303,Joe Baldwin,Corporate,Technology,0.06,10107,i470,1,12/29/2016,2497,Critical,42,10011,0.56,636,East,12/21/1900,7258,12/30/2017,Regular Air,5,New York,206
Telephones and Communication,Palm Coast,Small Box,2300,Sheryl Allred,Corporate,Technology,0.06,10107,i470,1,11/1/2016,87699,Critical,11,32137,0.56,-2469,South,4/3/1950,1901,11/2/2017,Regular Air,5,Florida,206
Paper,Ann Arbor,Small Box,1404,Clara Bullock,Home Office,Office Supplies,0.09,10713,Xerox 1894,1,10/26/2016,86149,Medium,13,48104,0.37,-104,Central,7/13/1959,83,10/27/2017,Regular Air,6,Michigan,6
Paper,Ann Arbor,Small Box,1404,Clara Bullock,Home Office,Office Supplies,0.07,10828,Xerox 210,1,10/26/2016,86149,Medium,7,48104,0.37,-80,Central,7/14/1959,45,10/27/2017,Regular Air,7,Michigan,6
Pens & Art Supplies,Thomasville,Small Box,2469,Herbert Reddy,Home Office,Office Supplies,0.1,10529,Hunt Boston� Vacuum Mount KS Pencil Sharpener,1,7/3/2017,88147,Low,7,27360,0.59,-298,South,9/22/1964,229,7/4/2018,Regular Air,8,North Carolina,35
Computer Peripherals,Santa Rosa,Small Box,3008,Penny Rich,Home Office,Technology,0.01,10103,Gyration RF Keyboard,1,1/21/2017,89417,Low,10,95404,0.49,1093,West,12/21/1951,1584,1/22/2018,Regular Air,6,California,160
Telephones and Communication,Kenner,Small Pack,2480,Rhonda Tuttle,Corporate,Technology,0.1,10699,Accessory36,1,5/12/2015,91005,High,12,70065,0.83,-171,South,2/7/1966,551,5/11/2017,Regular Air,5,Louisiana,56
Binders and Binder Accessories,Steubenville,Small Box,663,Hilda Bennett,Home Office,Office Supplies,0.04,11062,"Wilson Jones Hanging View Binder, White, 1""",1,11/4/2016,90926,Medium,4,43952,0.39,-29,East,7/15/1955,31,11/7/2017,Regular Air,6,Ohio,7
Paper,Fairhaven,Small Box,2936,Tonya Everett,Small Business,Office Supplies,0.02,11209,Xerox 212,1,12/28/2016,87629,Low,10,02719,0.37,-131,East,6/7/1968,71,12/29/2017,Regular Air,8,Massachusetts,6
Office Furnishings,Southbury,Large Box,749,Seth Berry,Corporate,Furniture,0.04,10174,Luxo Economy Swing Arm Lamp,1,2/2/2017,91208,Critical,1,06488,0.57,-27,East,5/3/1961,24,2/3/2018,Regular Air,15,Connecticut,20
Storage & Organization,Conroe,Small Box,1683,Wesley Corbett,Consumer,Office Supplies,0.02,10896,"Fellowes Personal Hanging Folder Files, Navy",1,12/15/2016,90616,Not Specified,11,77301,0.57,6,Central,1/3/1971,155,12/16/2017,Regular Air,6,Texas,13
"Scissors, Rulers and Trimmers",Garner,Small Pack,1718,Kathy Shah,Consumer,Office Supplies,0.03,10464,Acme� Preferred Stainless Steel Scissors,1,7/23/2016,90623,Medium,9,27529,0.56,-1486,South,3/12/1955,52,7/24/2017,Regular Air,4,North Carolina,6
